Company name,Street address,City,State,Zip,County,Mailing Address,Mailing City,Mailing State,Mailing Zip,Phone,Web Address,Contact Email,Headquarters,Year Founded,Services Offered,Firm Characteristics,Ownership Type,Employees Local,Employees Statewide,Employees Worldwide,Universal Employees,Revenue volume 2021 Companywide,Revenue volume 2020,Universal Revenue,Leadership Executive(s)First name,Leadership Executive(s)Middle Name,Leadership Executive(s)Last name,Leadership Executive(s)Suffix,Leadership Executive(s)Title,Leadership Executive(s)Email,Leadership Executive(s)Phone,Footnotes
Alfred Sanzari Enterprises,"25 Main St., Suite 600",Hackensack,New Jersey,07601,Bergen,,,,,(201) 342-2777,www.sanzari.com,info@sanzari.com,,1945,a preeminent family-owned and operated commercial and residential real estate firm,Family-owned,Private,,,,39,,,,David,,Sanzari,,CEO,,,"Universal Employees: Source: # Employees, Statewide (2023)"
All Ways Equipment LLC,69 First St.,Keyport,New Jersey,07735,Monmouth,,,,,(732) 346-4480,www.alwaysequipment.com,jbenton742@gmail.com,,2021,Buy and sell used pallet racking and shelving.; installation and layouts for warehouse,,Private,,,,,,,,James,,Benton,,President,jbenton742@gmail.com,,
Allen & Stults Co.,106 N. Main St.,Hightstown,New Jersey,08520-0110,Mercer,P.O. Box 110,,,,(609) 448-0110,www.allenstults.com,info@allenstults.com,,1881,Independent insurance agency,,Private,,,,,,2000000,,Charles,S.,Stults,III,President,cstults@allenstults.com,,
Alliance Shippers Inc.,516 Sylvan Ave.,Englewood Cliffs,New Jersey,07632,Bergen,,,,,(201) 227-0400,www.alliance.com,info@alliance.com,,1977,Freight transportation arrangements,,Private,,344,,,570000000,570000000,,Jonathan,,Lefcourt,,President & CEO,,,Employees Statewide: 2021 NJBIZ Lists data; requests for 2022 information were not returned prior to press deadline.; Revenue volume 2021 Companywide: 2021 NJBIZ Lists data; requests for 2022 information were not returned prior to press deadline.
Allied Beverage Group,700 Kapkowski Road,Elizabeth,New Jersey,07201,Union,,,,,(800) 272-1323,www.alliedbeverage.com,info@alliedbeverage.com,Elizabeth,1933,Wholesale distribution of wines & spirits  and other beverages,,Private,,1000,,1000,1400000000,1310000000,1390000000,Jeffrey,,Altschuler,,Exec Chair,jaltschuler@alliedbeverage.com,908-929-5000,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Allied Fire & Safety Equipment Co. Inc.,517 Green Grove Road,Neptune,New Jersey,07753-0607,Monmouth,P.O. Box 607,Neptune,,,(732) 922-3399,www.alliedfiresafety.com,info@alliedfiresafety.com,,1970,"Fire protection: inspection, repair and installation; life safety",,Private,,55,,55,11500000,8800000,11000000,James,V.,Daniello,,Vice president,,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Allied Fire & Safety Equipment Co. Inc.,517 Green Grove Road,Neptune,New Jersey,07753-0607,Monmouth,P.O. Box 607,Neptune,,,(732) 922-3399,www.alliedfiresafety.com,info@alliedfiresafety.com,,1970,"Fire protection: inspection, repair and installation; life safety",,Private,,55,,55,11500000,8800000,11000000,James,T.,Newell,,President,jamesn@alliedfiresafety.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Allied Fire & Safety Equipment Co. Inc.,517 Green Grove Road,Neptune,New Jersey,07753-0607,Monmouth,P.O. Box 607,Neptune,,,(732) 922-3399,www.alliedfiresafety.com,info@alliedfiresafety.com,,1970,"Fire protection: inspection, repair and installation; life safety",,Private,,55,,55,11500000,8800000,11000000,Michael,,Jackstadt,,Vice President,mikej@alliedfiresafety.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Allied Signage Corp.,69 Megill Road,Farmingdale,New Jersey,07727,Monmouth,,,,,(732) 751-1818,www.allied-signs.com,info@allied-signs.com,,1927,,,Private,,20,,,,,,Kevin,,White,,Owner,info@allied-signs.com,732-751-1818,
Alloy Silverstein Accountants and Advisors,900 N. Kings Hwy.,Cherry Hill,New Jersey,08034,Camden,"900 N. Kings Hwy., Suite 100",Cherry Hill,New Jersey,08034,(856) 667-4100,www.alloysilverstein.com,info@alloysilverstein.com,"Cherry Hill, NJ",1959,"Accounting, Advisory, Bookkeeping and Financial firm since 1959. 5x Best of Accounting award winner for client service excellence.",Locally owned,Private,,44,,44,,,,Reynold,P.,Cicalese,,Managing partner,Rcicalese@alloysilverstein.com,,Universal Employees: Source: # Employees (2023)
Alma Bank,28-31 31st St.,Astoria,New York,11102,Queens,,,,,(718) 267-2562,www.almabank.com,,,2007,,,Private,,,,,,,,Michael,P.,Psyllos,,President and CEO,,,
Alpha Industries (Sigma Plastics Group),"Page & Schuyler Ave., Bldg. 8",Lyndhurst,New Jersey,07071,Bergen,P.O. Box 808,,,,(201) 933-6000,www.sigmaplasticsgroup.com,,,1978,Flexible packaging materials,,Private,,,,,2750000000,,,Mark,,Teo,,"President, COO",lise.muccilo@sigmaplastics.com,(954) 956-1163,
Alpha Industries (Sigma Plastics Group),"Page & Schuyler Ave., Bldg. 8",Lyndhurst,New Jersey,07071,Bergen,P.O. Box 808,,,,(201) 933-6000,www.sigmaplasticsgroup.com,,,1978,Flexible packaging materials,,Private,,,,,2750000000,,,Andrew,,Teo,,CFO,andrew.teo@sigmaplastics.com,,
Amboy Bank,3590 Route 9 S.,Old Bridge,New Jersey,08857-2765,Middlesex,,,,,(732) 591-8700,www.amboybank.com,mailbox@amboybank.com,,1888,Full-service commercial bank,,Private,,,,,,,,Gregory,,Scharpf,,Executive vice president and chief operating officer,,,
American Neighborhood Mortgage Acceptance Co. LLC,"700 E. Gate Drive, Suite 400",Mount Laurel,New Jersey,08054,Burlington,"700 East Gate Drive, Suite 400",Mount Laurel,New Jersey,08054,(856) 252-1500,www.annie-mac.com,info@annie-mac.com,Mount Laurel,2011,"Approved seller/servicer with Fannie Mae, Freddie Mac and Ginnie Mae, providing quality residential mortgage loan products to consumers nationwide",,Private,,1180,,885,279846431,251208164,172982477,Joseph,,Panebianco,,CEO,jp@annie-mac.com,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
American Speed Reading Corp.,"5 Meadow Lane, Suite 2",Norwood,New Jersey,07648-1213,Bergen,"5 Meadow Lane, Suite 2",Norwood,New Jersey,07648,(201) 784-1114,www.americanspeedreading.com,al@americanspeedreading.com,Norwood,1997,American Speed Read Corp. is a Federal Gov. Contractor.  ASRC offers seminars in Speed Reading and Memory Power.  Our clients include NASA and US Navy Seals.,Certified Veteran-owned,Private; Corporation,,2,,4,129000,160000,149000,Al,,Tuve,,CEO,al@americanspeedreading.com,2017841114,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Amerigroup New Jersey,"101 Wood Ave. S., 8th Floor",Iselin,New Jersey,08830,Middlesex,,,,,(800) 600-4441,www.amerigroup.com,web@amerigrp.com,,1994,"Medicaid, NJ FamilyCare and ABD population",,,,,,,,,,Teresa,,Hursey,,"President of Medicaid Health Plan NJ, Amerigroup",,,
AmeriHealth,"259 Prospect Plains Road, Bldg. M",Cranbury,New Jersey,08512,Middlesex,"259 Prospect Plains Road, Bldg. M",Cranbury,New Jersey,08512,(888) 968-7241,www.amerihealth.com,,,1994,For nearly 30 years AmeriHealth has been dedicated to enhancing the health and well-being of the people and communities we serve.,,Private,,128,,135,1155239725,1097278618,1145517161,Mike,,Munoz,,SVP and Market President of AmeriHealth,,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Amerisave Mortgage Corp.,"3525 Piedmont Road NE, 8 Piedmont Center, Suite 600",Atlanta,Georgia,30305,Atlanta,,,,,(404) 233-1717,www.amerisave.com,,,2001,,,,,,,,,,,,,,,,,,
Amerlux LLC,178 Bauer Drive,Oakland,New Jersey,07436,Essex,,,,,(973) 882-5010,www.amerlux.com,,,1983,,,Private,,215,,,,,,Chuck,,Campagna,,President & CEO,ccampagna@amerlux.com,(973) 882-5010,
AMG National Trust Bank,6295 Greenwood Plaza Blvd.,Greenwood Village,Colorado,80111,Arapahoe,,,,,(800) 999-2190,www.amgnational.com,amgnational.com/about-amg/contact/email/,,1972,,,,,,,,,,,Sheryl,L.,Bollinger,,President and CEO,,,
Amneal Pharmaceuticals Inc.,400 Crossing Blvd.,Bridgewater,New Jersey,08807,Somerset,400 Crossing Blvd.,Bridgewater,New Jersey,08807,(908) 947-3120,www.amneal.com,MediaRelations@amneal.com,Bridgewater,2002,"We make healthy possible through the development, manufacturing, and distribution of a diverse portfolio of approximately 270 pharmaceutical products.",Publicly owned company,Public,,1200,,7500,2100000000,,2210000000,Shankar,,Hariharan,,EVP and Chief Scientific Officer,,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
Animal Rescue Force,,East Brunswick,New Jersey,08816,Middlesex,P.O. Box 418,,,,(732) 257-7559,www.arf.petfinder.com,arforce3@yahoo.com,East Brunswick,1974,Nonprofit,,Nonprofit,,,,2,,,,Susan,,Ragland,,President,SusanMaeR@aol.com,732-718-8757,"Universal Employees: Source: # Employees, Statewide (2023)"
Anthony T. Rinaldi LLC dba The Rinaldi Group,"1 Harmon Meadow Blvd., Gateway Plaza",Secaucus,New Jersey,07094,Hudson,"One Harmon Meadow Blvd., 3rd Floor",Secaucus,New Jersey,07094,(201) 601-4065,www.rinaldinyc.com,,,2003,Construction management / GC,,Public,,45,,48,121242339,134315483,107864.611,Anthony,T.,Rinaldi,,President and CEO,fsantos@rinaldinyc.com,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
AnythingIT LLC,2075 91st St.,North Bergen,New Jersey,07410,Hudson,,,,,(201) 475-7300,www.anythingit.com,Sales@anythingIT.com,,1992,"Information technology, asset recovery/recycling and secure data destruction for government, health care, educational and Fortune 1000 facilities",,Private,,31,,30,3500000,3100000,4900000,David,,Bernstein,,Managing Director,daveb@anythingIT.com,(201) 475-7300,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Apothecarium Dispensary,55 South Main St.,Phillipsburg,New Jersey,08865,Warren,,,,,(908) 777-7420,apothecariumnj.com,,,2011,,,,,,,,,,,,,,,,,,
Applied Earth Solutions Inc.,268 Lake Ave.,Metuchen,New Jersey,08840,Middlesex,,,,,(732) 548-9050,www.aesnj.com,jkarger@aesnj.com,,2001,Environmental consulting,,Private,,12,,,,,,Joachim,,Karger,,Vice President,jkarger@aesnj.com,,
Applied Earth Solutions Inc.,268 Lake Ave.,Metuchen,New Jersey,08840,Middlesex,,,,,(732) 548-9050,www.aesnj.com,jkarger@aesnj.com,,2001,Environmental consulting,,Private,,12,,,,,,Douglas,,Auld,,PG/LSRP,dauld@aesnj.com,,
Applied Engineering & Technology,196 Tamarack Circle,Skillman,New Jersey,08558,Somerset,,,,,(609) 921-8999,www.aetpc.com,aetpe@aol.com,,1989,,,Private,,4,,,,,,Harald,,Greve,,President,,,
Aprio LLP (formerly Leaf Saltzman),310 Passaic Ave.,Fairfield,New Jersey,07004,Essex,310 Passaic Ave.,Fairfield,New Jersey,07004,(973) 808-9500,www.aprio.com,,"Atlanta, GA",1952,"Aprio is a premier, full-service business advisory and CPA firm. We advise clients and associates on how to achieve what's next.",,Private,,20,,83,8788451,8100000,317265500,Larry,,Leaf,,"Partner, New Jersey Office Leader, National Estate and Trust Leader",larry.leaf@aprio.com,,"Company name: Aprio LLP merged with Leaf, Miele, Manganelli, Fortunato & Engel LLC (Leaf Saltzman) on June 1, 2022.;  Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Aptimized,155 Route 46 W.,Wayne,New Jersey,07470,Passiac,"155 Route 46 W., Suite 200",Wayne,New Jersey,07470,(888) 332-5310,www.aptimized.com,info@aptimized.com,"Wayne, NJ",2013,"Aptimized is a Premium ERP, HCM and Technology Implementation Consultancy organization that is currently operating globally.",,Private,,19,,65,,4500000,4500000,Mia,,Stevens,,Marketing Manager,mstevens@aptimized.com,888-332-5310,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2020)"
Aptimized,155 Route 46 W.,Wayne,New Jersey,07470,Passiac,"155 Route 46 W., Suite 200",Wayne,New Jersey,07470,(888) 332-5310,www.aptimized.com,info@aptimized.com,"Wayne, NJ",2013,"Aptimized is a Premium ERP, HCM and Technology Implementation Consultancy organization that is currently operating globally.",,Private,,19,,65,,4500000,4500000,William,,Mills,,CEO,wmills@aptimized.com,888-332-5310,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2020)"
Aptimized,155 Route 46 W.,Wayne,New Jersey,07470,Passiac,"155 Route 46 W., Suite 200",Wayne,New Jersey,07470,(888) 332-5310,www.aptimized.com,info@aptimized.com,"Wayne, NJ",2013,"Aptimized is a Premium ERP, HCM and Technology Implementation Consultancy organization that is currently operating globally.",,Private,,19,,65,,4500000,4500000,Mario,,Spallarossa,,VP of Global Sales,mspallarossa@aptimized.com,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2020)"
Aqua New Jersey,10 Black Forest Road,Hamilton,New Jersey,08691,Mercer,,,,,(609) 587-4080,www.aquanewjersey.com,,,1869,,,Public,,,,,,,,Lawrence,,Carson,,President,,,
Arbor Terrace Shrewsbury,864 Shrewsbury Ave.,Tinton Falls,New Jersey,07724,Monmouth,,,,,(732) 784-2400,www.arborshrewsbury.com,,,2002,,,Public,,,,,,,,Meghan,,Windrem,,Executive Director,mwindrem@arborcompany.com,,
The Arc of New Jersey,985 Livingston Ave.,North Brunswick,New Jersey,08902,Middlesex,,,,,(732) 246-2525,www.arcnj.org,info@arcnj.org,North Brunswick,1949,"Advocacy, resources and services for children and adults with developmental disabilities and their families.",,Nonprofit,,,,56,3609061,,3576207,Thomas,,Baffuto,,Executive Director,tbaffuto@arcnj.org,,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
Arcari + Iovino Architects,1 Katherine St.,Little Ferry,New Jersey,07666,Bergen,,,,,(201) 641-0600,www.AIArchs.com,,Little Ferry,1992,"Architecture, Corporate Interior Design, Master Plans/Studies, Municipal Services and Green Design.",LEED APs; Locally owned,Private,,14,,14,3105000,3450000,3400000,Edward,,Arcari,,Principal,Earcari@aiarchs.com,,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
Arcari + Iovino Architects,1 Katherine St.,Little Ferry,New Jersey,07666,Bergen,,,,,(201) 641-0600,www.AIArchs.com,,Little Ferry,1992,"Architecture, Corporate Interior Design, Master Plans/Studies, Municipal Services and Green Design.",LEED APs; Locally owned,Private,,14,,14,3105000,3450000,3400000,Anthony,,Iovino,,Principal,aiovino@aiarchs.com,2016410600,Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)
Archer & Greiner PC,1025 Laurel Oak Road,Voorhees,New Jersey,08043,Camden,,,,,(856) 795-2121,www.archerlaw.com,rsvp@archerlaw.com,"Voorhees, NJ",1928,"A full-service regional law firm serving Fortune 100 clients, small to medium-sized businesses and individuals.",,Private,,328,,313,92729734,94810639,99304069,Stacey,J.,Sinclair,,COO,ssinclair@archerlaw.com,,"Company name: Archer Public Affairs LLC is a subsidiary of Archer & Greiner PC. The data for both companies has been combined to be represented by one number. Archer Public Affairs LLC - 2022 Expenditures: $449,371.32; 2022 Receipts: $1,642,750.40; www.archerpublicaffairs.com.;  Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)"
Archer & Greiner PC,1025 Laurel Oak Road,Voorhees,New Jersey,08043,Camden,,,,,(856) 795-2121,www.archerlaw.com,rsvp@archerlaw.com,"Voorhees, NJ",1928,"A full-service regional law firm serving Fortune 100 clients, small to medium-sized businesses and individuals.",,Private,,328,,313,92729734,94810639,99304069,Christopher,R.,Gibson,,President,cgibson@archerlaw.com,,"Company name: Archer Public Affairs LLC is a subsidiary of Archer & Greiner PC. The data for both companies has been combined to be represented by one number. Archer Public Affairs LLC - 2022 Expenditures: $449,371.32; 2022 Receipts: $1,642,750.40; www.archerpublicaffairs.com.;  Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)"
Archer & Greiner PC,1025 Laurel Oak Road,Voorhees,New Jersey,08043,Camden,,,,,(856) 795-2121,www.archerlaw.com,rsvp@archerlaw.com,"Voorhees, NJ",1928,"A full-service regional law firm serving Fortune 100 clients, small to medium-sized businesses and individuals.",,Private,,328,,313,92729734,94810639,99304069,Deborah,A.,Hays,,Chair of Board of Directors,dhays@archerlaw.com,,"Company name: Archer Public Affairs LLC is a subsidiary of Archer & Greiner PC. The data for both companies has been combined to be represented by one number. Archer Public Affairs LLC - 2022 Expenditures: $449,371.32; 2022 Receipts: $1,642,750.40; www.archerpublicaffairs.com.;  Universal Employees: Source: # Employees (2023);  Universal Revenue: Source: Revenue volume (2022)"
Ardis Travel,"229 Paterson Ave., Suite 1",East Rutherford,New Jersey,07073,Bergen,,,,,(201) 939-9135,www.ardistravel.com,rick@ardistravel.com,East Rutherford,1981,Retail Travel Agency,Family-owned,Private,,,,3,300000,,750000,Rick,,Ardis,,General Manager,rick@ardistravel.com,(201) 939-9135,"Universal Employees: Source: # Employees, Statewide (2023);  Universal Revenue: Source: Revenue volume (2022)"
